DateTime UTC,MatchHistory,Team1,Team2,WinTeam,Team1Dragons,Team2Dragons,Team1RiftHeralds,Team2RiftHeralds,Team1Barons,Team2Barons,Team1Towers,Team2Towers,Team1Inhibitors,Team2Inhibitors,Team1Gold,Team2Gold,Team1Kills,Team2Kills,Gamelength Number,Gamelength,OverviewPage,Champion,Role,Team,Kills,Deaths,Assists,Gold,CS,CSPM,GPM,KPAR,fptsk,fptsd,fptsa,fptscs,fptstenbonus,fptstotal
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Ssumday,Ornn,Top,100 Thieves,0,2,5,11268,265,7.832512315271012,333.04433497537275,62.5,0.0,-2.0,10.0,5.3,0,13.3
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Meteos,Olaf,Jungle,100 Thieves,2,7,3,9970,188,5.556650246305473,294.6798029556679,62.5,6.0,-7.0,6.0,3.7600000000000002,0,8.76
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Ry0ma,Zoe,Mid,100 Thieves,2,6,4,10603,224,6.6206896551724785,313.38916256157944,75.0,6.0,-6.0,8.0,4.48,0,12.48
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Cody Sun,Ezreal,Bot,100 Thieves,4,1,1,14779,298,8.807881773399101,436.8177339901521,62.5,12.0,-1.0,2.0,5.96,0,18.96
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Stunt,Nautilus,Support,100 Thieves,0,4,7,6758,34,1.0049261083743941,199.74384236453398,87.5,0.0,-4.0,14.0,0.68,0,10.68
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Kumo,Aatrox,Top,Evil Geniuses.NA,4,2,8,13268,251,7.418719211822733,392.15763546798416,60.0,12.0,-2.0,16.0,5.0200000000000005,0,31.02
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Svenskeren,Kindred,Jungle,Evil Geniuses.NA,2,4,8,11800,208,6.147783251231587,348.76847290640734,50.0,6.0,-4.0,16.0,4.16,0,22.16
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Jiizuke,Corki,Mid,Evil Geniuses.NA,10,1,6,17718,328,9.694581280788272,523.6847290640445,80.0,30.0,-1.0,12.0,6.5600000000000005,2,49.56
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Bang,Aphelios,Bot,Evil Geniuses.NA,3,0,7,12570,263,7.773399014778401,371.52709359606274,50.0,9.0,0.0,14.0,5.26,0,28.259999999999998
2020-06-13 00:40:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403832?gameHash=c3ff2293c78d39b4&amp;tab=overview,100 Thieves,Evil Geniuses.NA,Evil Geniuses.NA,3,2,1,1,0,1,4,10,0,2,53378,63994,8,20,33.833333333333,33:50,Zeyzal,Yuumi,Support,Evil Geniuses.NA,1,1,18,8638,26,0.7684729064039484,255.31034482758872,95.0,3.0,-1.0,36.0,0.52,2,40.52
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,Licorice,Jayce,Top,Cloud9,6,3,4,15824,279,9.0,510.4516129032258,58.82352941176471,18.0,-3.0,8.0,5.58,0,28.58
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,Blaber,Olaf,Jungle,Cloud9,5,3,7,13523,234,7.548387096774194,436.2258064516129,70.58823529411765,15.0,-3.0,14.0,4.68,0,30.68
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,Nisqy,LeBlanc,Mid,Cloud9,2,2,11,12451,232,7.483870967741935,401.64516129032256,76.47058823529412,6.0,-2.0,22.0,4.64,2,32.64
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,Zven,Aphelios,Bot,Cloud9,3,2,6,15160,308,9.935483870967742,489.03225806451616,52.94117647058824,9.0,-2.0,12.0,6.16,0,25.16
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,Vulcan (Philippe Laflamme),Nautilus,Support,Cloud9,1,1,8,8584,28,0.9032258064516129,276.9032258064516,52.94117647058824,3.0,-1.0,16.0,0.56,0,18.56
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,Solo (Colin Earnest),Sett,Top,FlyQuest,3,6,4,10867,210,6.774193548387097,350.5483870967742,63.63636363636363,9.0,-6.0,8.0,4.2,0,15.2
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,Santorin,Lee Sin,Jungle,FlyQuest,1,3,8,8644,140,4.516129032258065,278.83870967741933,81.81818181818183,3.0,-3.0,16.0,2.8000000000000003,0,18.8
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,PowerOfEvil,Corki,Mid,FlyQuest,4,3,3,12713,290,9.35483870967742,410.0967741935484,63.63636363636363,12.0,-3.0,6.0,5.8,0,20.8
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,WildTurtle,Ezreal,Bot,FlyQuest,3,2,5,12371,271,8.741935483870968,399.06451612903226,72.72727272727273,9.0,-2.0,10.0,5.42,0,22.42
2020-06-13 00:50:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1403840?gameHash=401e7669abc02988&amp;tab=overview,Cloud9,FlyQuest,Cloud9,5,0,2,0,2,0,11,1,3,0,65542,50679,17,11,31,31:00,IgNar,Karma,Support,FlyQuest,0,3,6,6084,28,0.9032258064516129,196.25806451612902,54.54545454545454,0.0,-3.0,12.0,0.56,0,9.56
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Kumo,Poppy,Top,Evil Geniuses.NA,2,0,4,10842,218,9.026915113871636,448.944099378882,50.0,6.0,0.0,8.0,4.36,0,18.36
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Svenskeren,Trundle,Jungle,Evil Geniuses.NA,0,0,6,8466,144,5.962732919254659,350.55900621118013,50.0,0.0,0.0,12.0,2.88,0,14.879999999999999
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Jiizuke,Twisted Fate,Mid,Evil Geniuses.NA,4,0,2,12291,223,9.233954451345756,508.944099378882,50.0,12.0,0.0,4.0,4.46,0,20.46
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Bang,Aphelios,Bot,Evil Geniuses.NA,5,0,2,11801,257,10.641821946169772,488.65424430641826,58.333333333333336,15.0,0.0,4.0,5.14,0,24.14
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Zeyzal,Lulu,Support,Evil Geniuses.NA,1,0,6,6958,35,1.4492753623188406,288.1159420289855,58.333333333333336,3.0,0.0,12.0,0.7000000000000001,0,15.7
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Ruin,Jayce,Top,Counter Logic Gaming,0,4,0,7702,206,8.530020703933747,318.9233954451346,0,0.0,-4.0,0.0,4.12,0,0.1200000000000001
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Griffin (Raymond Griffin),Nidalee,Jungle,Counter Logic Gaming,0,4,0,6749,137,5.6728778467908905,279.4616977225673,0,0.0,-4.0,0.0,2.74,0,-1.2599999999999998
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Pobelter,Cassiopeia,Mid,Counter Logic Gaming,0,2,0,8587,248,10.269151138716357,355.56935817805385,0,0.0,-2.0,0.0,4.96,0,2.96
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Stixxay,Ezreal,Bot,Counter Logic Gaming,0,1,0,7893,214,8.86128364389234,326.832298136646,0,0.0,-1.0,0.0,4.28,0,3.2800000000000002
2020-06-13 18:34:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414076?gameHash=7f522b030a239b25,Evil Geniuses.NA,Counter Logic Gaming,Evil Geniuses.NA,3,0,2,0,1,0,11,0,2,0,50358,35393,12,0,24.15,24:09,Smoothie,Yuumi,Support,Counter Logic Gaming,0,1,0,4462,21,0.8695652173913044,184.76190476190476,0,0.0,-1.0,0.0,0.42,0,-0.5800000000000001
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Broken Blade,Aatrox,Top,TSM,0,1,0,6659,170,6.772908366533864,265.2988047808765,0.0,0.0,-1.0,0.0,3.4,0,2.4
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Spica,Kayn,Jungle,TSM,1,3,0,7193,125,4.9800796812749,286.57370517928285,50.0,3.0,-3.0,0.0,2.5,0,2.5
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Bjergsen,Syndra,Mid,TSM,0,2,2,8332,228,9.083665338645417,331.95219123505973,100.0,0.0,-2.0,4.0,4.5600000000000005,0,6.5600000000000005
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Doublelift,Kalista,Bot,TSM,1,3,1,9089,225,8.96414342629482,362.1115537848605,100.0,3.0,-3.0,2.0,4.5,0,6.5
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Biofrost,Taric,Support,TSM,0,4,1,5174,34,1.3545816733067728,206.13545816733065,50.0,0.0,-4.0,2.0,0.68,0,-1.3199999999999998
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Impact,Mordekaiser,Top,Team Liquid,1,0,3,9066,199,7.928286852589641,361.195219123506,30.76923076923077,3.0,0.0,6.0,3.98,0,12.98
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Broxah,Trundle,Jungle,Team Liquid,2,0,9,8483,112,4.46215139442231,337.9681274900398,84.61538461538461,6.0,0.0,18.0,2.24,0,26.240000000000002
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Jensen,Azir,Mid,Team Liquid,2,1,6,11038,256,10.199203187250996,439.76095617529876,61.53846153846154,6.0,-1.0,12.0,5.12,0,22.12
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,Tactical,Aphelios,Bot,Team Liquid,7,0,6,13283,241,9.601593625498007,529.2031872509959,100.0,21.0,0.0,12.0,4.82,0,37.82
2020-06-13 19:36:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414100?gameHash=2ff8c9ad63d373af&amp;tab=overview,TSM,Team Liquid,Team Liquid,1,3,0,2,0,1,1,10,0,2,36447,49418,2,13,25.1,25:06,CoreJJ,Bard,Support,Team Liquid,1,1,12,7548,31,1.2350597609561753,300.71713147410355,100.0,3.0,-1.0,24.0,0.62,2,28.62
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,SOAZ,Karma,Top,Immortals,0,3,4,10288,243,7.7926242650989614,329.9198289684696,66.66666666666666,0.0,-3.0,8.0,4.86,0,9.86
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,Potluck,Graves,Jungle,Immortals,1,3,4,9823,213,6.830571886691682,315.00801710315676,83.33333333333334,3.0,-3.0,8.0,4.26,0,12.26
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,Eika,Galio,Mid,Immortals,3,5,3,10966,232,7.439871726349625,351.6622127204741,100.0,9.0,-5.0,6.0,4.64,0,14.64
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,Altec,Kai'Sa,Bot,Immortals,1,3,0,11523,284,9.107429182255576,369.5243185462359,16.666666666666664,3.0,-3.0,0.0,5.68,0,5.68
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,Gate,Nautilus,Support,Immortals,1,5,2,6196,28,0.8979155531801272,198.69588455371672,50.0,3.0,-5.0,4.0,0.56,0,2.56
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,Solo (Colin Earnest),Sett,Top,FlyQuest,3,2,6,12895,239,7.664350614644657,413.52218065206216,47.368421052631575,9.0,-2.0,12.0,4.78,0,23.78
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,Santorin,Kindred,Jungle,FlyQuest,4,0,10,11961,182,5.836451095670827,383.5702832709822,73.68421052631578,12.0,0.0,20.0,3.64,2,37.64
2020-06-13 20:42:00,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1414121?gameHash=e55753db5a07c278&amp;tab=overview,Immortals,FlyQuest,FlyQuest,1,4,1,1,0,2,2,11,0,3,48796,62497,6,19,31.183333333333,31:11,PowerOfEvil,Cassiopeia,Mid,FlyQuest,6,3,8,14913,310,9.94120791020855,478.23623730625843,73.68421052631578,18.0,-3.0,16.0,6.2,0,37.2
